ctryname,ctry,year,sex,pop,death,age
Chile,503,2012,m,615698,3084,40
Chile,503,2012,m,625376,4278,45
Chile,503,2012,m,550164,5234,50
Chile,503,2012,m,427397,6334,55
Chile,503,2012,m,332196,8146,60
Chile,503,2012,m,258855,9954,65
Chile,503,2012,m,179416,10790,70
Chile,503,2012,m,124701,12872,75
Chile,503,2012,m,77567,12468,80
Chile,503,2012,m,36582,8558,85
Chile,503,2012,m,,,110
Colombia,504,1964,f,1523490,58835,0
Colombia,504,1964,f,1382217,4199,5
Colombia,504,1964,f,1120549,1588,10
Colombia,504,1964,f,929756,2054,15
Colombia,504,1964,f,746103,2557,20
Colombia,504,1964,f,616153,2698,25
Colombia,504,1964,f,530081,2616,30
Colombia,504,1964,f,481253,3106,35
Colombia,504,1964,f,358742,2682,40
Colombia,504,1964,f,300973,2754,45
Colombia,504,1964,f,256047,3176,50
Colombia,504,1964,f,164475,2905,55
Colombia,504,1964,f,176149,4558,60
Colombia,504,1964,f,97338,3700,65
Colombia,504,1964,f,80691,5021,70
Colombia,504,1964,f,44313,3664,75
Colombia,504,1964,f,33480,4186,80
Colombia,504,1964,f,28046,6099,85
Colombia,504,1964,f,,,110
Colombia,504,1964,m,1600438,66428,0
Colombia,504,1964,m,1453190,4773,5
Colombia,504,1964,m,1176562,2180,10
Colombia,504,1964,m,856722,2606,15
Colombia,504,1964,m,687677,3710,20
Colombia,504,1964,m,563101,3387,25
Colombia,504,1964,m,512442,2923,30
Colombia,504,1964,m,453994,3235,35
Colombia,504,1964,m,368733,3077,40
Colombia,504,1964,m,298369,3328,45
Colombia,504,1964,m,268660,3952,50
Colombia,504,1964,m,171211,3887,55
Colombia,504,1964,m,167822,5177,60
Colombia,504,1964,m,94465,4140,65
Colombia,504,1964,m,69965,4868,70
Colombia,504,1964,m,40347,3589,75
Colombia,504,1964,m,24230,3098,80
Colombia,504,1964,m,17262,3704,85
Colombia,504,1964,m,,,110
Colombia,504,1973,f,1459438,33170,0
Colombia,504,1973,f,1585484,2764,5
Colombia,504,1973,f,1476622,1115,10
Colombia,504,1973,f,1276917,1410,15
Colombia,504,1973,f,985743,1484,20
Colombia,504,1973,f,729591,1466,25
Colombia,504,1973,f,586266,1591,30
Colombia,504,1973,f,559007,2064,35
Colombia,504,1973,f,452180,1947,40
Colombia,504,1973,f,368972,2070,45
Colombia,504,1973,f,308044,2459,50
Colombia,504,1973,f,210327,2594,55
Colombia,504,1973,f,197051,3463,60
Colombia,504,1973,f,119982,3739,65
Colombia,504,1973,f,106922,4094,70
Colombia,504,1973,f,51160,3340,75
Colombia,504,1973,f,36734,3192,80
Colombia,504,1973,f,32086,4807,85
Colombia,504,1973,f,,,110
Colombia,504,1973,m,1715824,37947,0
Colombia,504,1973,m,1847262,3155,5
Colombia,504,1973,m,1721911,1569,10
Colombia,504,1973,m,1332824,1857,15
Colombia,504,1973,m,996081,2300,20
Colombia,504,1973,m,757750,2107,25
Colombia,504,1973,m,634225,1936,30
Colombia,504,1973,m,560922,2144,35
Colombia,504,1973,m,499157,2124,40
Colombia,504,1973,m,388571,2452,45
Colombia,504,1973,m,344811,2941,50
Colombia,504,1973,m,238164,3316,55
Colombia,504,1973,m,219001,4229,60
Colombia,504,1973,m,129598,4402,65
Colombia,504,1973,m,111174,4472,70
Colombia,504,1973,m,50895,3446,75
Colombia,504,1973,m,31681,2669,80
Colombia,504,1973,m,24264,2925,85
Colombia,504,1973,m,,,110
Colombia,504,1985,f,2015243,10684,0
Colombia,504,1985,f,1898801,949,5
Colombia,504,1985,f,1724121,697,10
Colombia,504,1985,f,1735431,1238,15
Colombia,504,1985,f,1553413,1477,20
Colombia,504,1985,f,1298479,1456,25
Colombia,504,1985,f,1090228,1390,30
Colombia,504,1985,f,850719,1674,35
Colombia,504,1985,f,632509,1735,40
Colombia,504,1985,f,516598,2271,45
Colombia,504,1985,f,442297,2938,50
Colombia,504,1985,f,378922,3512,55
Colombia,504,1985,f,324300,4511,60
Colombia,504,1985,f,247537,5232,65
Colombia,504,1985,f,189791,6109,70
Colombia,504,1985,f,125417,6102,75
Colombia,504,1985,f,66588,5565,80
Colombia,504,1985,f,38373,7165,85
Colombia,504,1985,f,,,110
Colombia,504,1985,m,2094460,13411,0
Colombia,504,1985,m,1963898,1268,5
Colombia,504,1985,m,1775913,1107,10
Colombia,504,1985,m,1783921,2861,15
Colombia,504,1985,m,1576979,5126,20
Colombia,504,1985,m,1288628,5009,25
Colombia,504,1985,m,1050660,3914,30
Colombia,504,1985,m,801108,3304,35
Colombia,504,1985,m,583660,2883,40
Colombia,504,1985,m,468044,3211,45
Colombia,504,1985,m,395360,3852,50
Colombia,504,1985,m,338567,4652,55
Colombia,504,1985,m,288329,5697,60
Colombia,504,1985,m,215141,6294,65
Colombia,504,1985,m,156507,7335,70
Colombia,504,1985,m,96158,6558,75
Colombia,504,1985,m,47624,5275,80
Colombia,504,1985,m,23839,5082,85
Colombia,504,1985,m,,,110
Colombia,504,1993,f,2152850,6612,0
Colombia,504,1993,f,2046966,668,5
Colombia,504,1993,f,1951104,594,10
Colombia,504,1993,f,1800412,1111,15
Colombia,504,1993,f,1684772,1413,20
Colombia,504,1993,f,1626978,1417,25
Colombia,504,1993,f,1408377,1571,30
Colombia,504,1993,f,1181682,1730,35
Colombia,504,1993,f,969151,1856,40
Colombia,504,1993,f,733011,2132,45
Colombia,504,1993,f,553222,2778,50
Colombia,504,1993,f,455111,3415,55
Colombia,504,1993,f,381087,4902,60
Colombia,504,1993,f,312997,5489,65
Colombia,504,1993,f,237675,6641,70
Colombia,504,1993,f,159955,6789,75
Colombia,504,1993,f,95306,6684,80
Colombia,504,1993,f,57492,8220,85
Colombia,504,1993,f,,,110
Colombia,504,1993,m,2243200,8574,0
Colombia,504,1993,m,2125505,928,5
Colombia,504,1993,m,2017805,1121,10
Colombia,504,1993,m,1846065,4942,15
Colombia,504,1993,m,1691006,7958,20
Colombia,504,1993,m,1597422,7251,25
Colombia,504,1993,m,1353377,6301,30
Colombia,504,1993,m,1111536,5343,35
Colombia,504,1993,m,897046,4119,40
Colombia,504,1993,m,667541,3752,45
Colombia,504,1993,m,493450,4018,50
Colombia,504,1993,m,397087,4719,55
Colombia,504,1993,m,326625,6374,60
Colombia,504,1993,m,265100,6901,65
Colombia,504,1993,m,195649,7936,70
Colombia,504,1993,m,124623,7633,75
Colombia,504,1993,m,67089,6439,80
Colombia,504,1993,m,34050,6163,85
Colombia,504,1993,m,,,110
Colombia,504,2005,f,2172985,6129,0
Colombia,504,2005,f,2160134,532,5
Colombia,504,2005,f,2152427,569,10
Colombia,504,2005,f,2053985,1142,15
Colombia,504,2005,f,1949608,1334,20
Colombia,504,2005,f,1824515,1206,25
Colombia,504,2005,f,1633859,1332,30
Colombia,504,2005,f,1634664,1706,35
Colombia,504,2005,f,1460224,2139,40
Colombia,504,2005,f,1220690,2616,45
Colombia,504,2005,f,1014031,3238,50
Colombia,504,2005,f,771991,3853,55
Colombia,504,2005,f,556336,4691,60
Colombia,504,2005,f,426411,6480,65
Colombia,504,2005,f,326176,8386,70
Colombia,504,2005,f,232354,9678,75
Colombia,504,2005,f,147092,9512,80
Colombia,504,2005,f,0,0,85
Colombia,504,2005,f,,,110
Colombia,504,2005,m,2266644,7861,0
Colombia,504,2005,m,2249138,767,5
Colombia,504,2005,m,2236945,830,10
Colombia,504,2005,m,2119764,3330,15
Colombia,504,2005,m,1972251,5775,20
Colombia,504,2005,m,1793965,5446,25
Colombia,504,2005,m,1557590,4590,30
Colombia,504,2005,m,1528382,4411,35
Colombia,504,2005,m,1347841,4313,40
Colombia,504,2005,m,1111301,4401,45
Colombia,504,2005,m,910186,5033,50
Colombia,504,2005,m,680269,5362,55
Colombia,504,2005,m,476598,6437,60
Colombia,504,2005,m,352539,8237,65
Colombia,504,2005,m,257537,10036,70
Colombia,504,2005,m,174738,10856,75
Colombia,504,2005,m,102893,9284,80
Colombia,504,2005,m,0,0,85
Colombia,504,2005,m,,,110
Costa Rica,505,1963,f,137253,2695,0
Costa Rica,505,1963,f,111328,125,5
Costa Rica,505,1963,f,87907,54,10
Costa Rica,505,1963,f,65355,60,15
Costa Rica,505,1963,f,53010,62,20
Costa Rica,505,1963,f,45568,79,25
Costa Rica,505,1963,f,39997,82,30
Costa Rica,505,1963,f,34075,87,35
Costa Rica,505,1963,f,29468,99,40
Costa Rica,505,1963,f,28018,117,45
Costa Rica,505,1963,f,22959,122,50
Costa Rica,505,1963,f,19636,137,55
Costa Rica,505,1963,f,17148,231,60
Costa Rica,505,1963,f,14239,200,65
Costa Rica,505,1963,f,10323,276,70
Costa Rica,505,1963,f,6799,253,75
Costa Rica,505,1963,f,3500,232,80
Costa Rica,505,1963,f,1820,307,85
Costa Rica,505,1963,f,,,110
Costa Rica,505,1963,m,141951,3237,0
Costa Rica,505,1963,m,114962,180,5
Costa Rica,505,1963,m,90786,79,10
Costa Rica,505,1963,m,67023,77,15
Costa Rica,505,1963,m,53396,104,20
Costa Rica,505,1963,m,45717,97,25
Costa Rica,505,1963,m,40541,78,30
Costa Rica,505,1963,m,35890,99,35
Costa Rica,505,1963,m,32204,129,40
Costa Rica,505,1963,m,32135,117,45
Costa Rica,505,1963,m,26203,184,50
Costa Rica,505,1963,m,21832,171,55
Costa Rica,505,1963,m,18008,219,60
Costa Rica,505,1963,m,13890,233,65
Costa Rica,505,1963,m,9334,292,70
Costa Rica,505,1963,m,5667,275,75
Costa Rica,505,1963,m,2768,230,80
Costa Rica,505,1963,m,1352,247,85
Costa Rica,505,1963,m,,,110
Costa Rica,505,1973,f,136433,1360,0
Costa Rica,505,1973,f,141290,96,5
Costa Rica,505,1973,f,134153,35,10
Costa Rica,505,1973,f,110417,78,15
Costa Rica,505,1973,f,87210,81,20
Costa Rica,505,1973,f,64702,58,25
Costa Rica,505,1973,f,52319,79,30
Costa Rica,505,1973,f,44642,80,35
Costa Rica,505,1973,f,38935,125,40
Costa Rica,505,1973,f,32913,121,45
Costa Rica,505,1973,f,28096,145,50
Costa Rica,505,1973,f,26186,164,55
Costa Rica,505,1973,f,20667,249,60
Costa Rica,505,1973,f,16565,269,65
Costa Rica,505,1973,f,12984,346,70
Costa Rica,505,1973,f,9081,341,75
Costa Rica,505,1973,f,5018,322,80
Costa Rica,505,1973,f,3002,455,85
Costa Rica,505,1973,f,,,110
Costa Rica,505,1973,m,141442,1666,0
Costa Rica,505,1973,m,146171,99,5
Costa Rica,505,1973,m,138334,95,10
Costa Rica,505,1973,m,113335,122,15
Costa Rica,505,1973,m,89180,145,20
Costa Rica,505,1973,m,65537,124,25
Costa Rica,505,1973,m,52173,108,30
Costa Rica,505,1973,m,44476,121,35
Costa Rica,505,1973,m,39169,134,40
Costa Rica,505,1973,m,34283,170,45
Costa Rica,505,1973,m,30234,211,50
Costa Rica,505,1973,m,29331,251,55
Costa Rica,505,1973,m,22769,328,60
Costa Rica,505,1973,m,17477,309,65
Costa Rica,505,1973,m,12651,384,70
Costa Rica,505,1973,m,8139,342,75
Costa Rica,505,1973,m,4170,315,80
Costa Rica,505,1973,m,2264,364,85
Costa Rica,505,1973,m,,,110
Costa Rica,505,1984,f,175864,713,0
Costa Rica,505,1984,f,150947,35,5
Costa Rica,505,1984,f,135848,38,10
Costa Rica,505,1984,f,142368,46,15
Costa Rica,505,1984,f,140236,75,20
Costa Rica,505,1984,f,114972,66,25
Costa Rica,505,1984,f,92572,74,30
Costa Rica,505,1984,f,67920,90,35
Costa Rica,505,1984,f,54831,97,40
Costa Rica,505,1984,f,46258,114,45
Costa Rica,505,1984,f,39468,154,50
Costa Rica,505,1984,f,33764,208,55
Costa Rica,505,1984,f,26566,255,60
Costa Rica,505,1984,f,24545,307,65
Costa Rica,505,1984,f,17754,430,70
Costa Rica,505,1984,f,12256,1624,75
Costa Rica,505,1984,f,7415,0,80
Costa Rica,505,1984,f,4905,0,85
Costa Rica,505,1984,f,,,110
Costa Rica,505,1984,m,183846,935,0
Costa Rica,505,1984,m,157499,51,5
Costa Rica,505,1984,m,141680,75,10
Costa Rica,505,1984,m,150037,101,15
Costa Rica,505,1984,m,149064,181,20
Costa Rica,505,1984,m,122632,175,25
Costa Rica,505,1984,m,97554,121,30
Costa Rica,505,1984,m,69774,127,35
Costa Rica,505,1984,m,54304,129,40
Costa Rica,505,1984,m,45922,176,45
Costa Rica,505,1984,m,38898,230,50
Costa Rica,505,1984,m,34475,313,55
Costa Rica,505,1984,m,27154,353,60
Costa Rica,505,1984,m,25778,446,65
Costa Rica,505,1984,m,17706,551,70
Costa Rica,505,1984,m,11245,1641,75
Costa Rica,505,1984,m,6103,0,80
Costa Rica,505,1984,m,3663,0,85
Costa Rica,505,1984,m,,,110
Costa Rica,505,2000,f,192547,804,0
Costa Rica,505,2000,f,199736,60,5
Costa Rica,505,2000,f,209513,96,10
Costa Rica,505,2000,f,192453,152,15
Costa Rica,505,2000,f,170972,164,20
Costa Rica,505,2000,f,151040,186,25
Costa Rica,505,2000,f,152665,176,30
Costa Rica,505,2000,f,151026,250,35
Costa Rica,505,2000,f,123990,326,40
Costa Rica,505,2000,f,99941,388,45
Costa Rica,505,2000,f,72403,474,50
Costa Rica,505,2000,f,56347,544,55
Costa Rica,505,2000,f,45697,784,60
Costa Rica,505,2000,f,36874,984,65
Costa Rica,505,2000,f,29665,1280,70
Costa Rica,505,2000,f,20140,1478,75
Costa Rica,505,2000,f,15263,1524,80
Costa Rica,505,2000,f,11715,3068,85
Costa Rica,505,2000,f,,,110
Costa Rica,505,2000,m,201935,1076,0
Costa Rica,505,2000,m,210713,94,5
Costa Rica,505,2000,m,221560,120,10
Costa Rica,505,2000,m,202706,340,15
Costa Rica,505,2000,m,179021,412,20
Costa Rica,505,2000,m,157110,438,25
Costa Rica,505,2000,m,158997,458,30
Costa Rica,505,2000,m,158034,534,35
Costa Rica,505,2000,m,130379,708,40
Costa Rica,505,2000,m,103930,702,45
Costa Rica,505,2000,m,73512,724,50
Costa Rica,505,2000,m,54884,938,55
Costa Rica,505,2000,m,44201,1164,60
Costa Rica,505,2000,m,34369,1406,65
Costa Rica,505,2000,m,27485,1780,70
Costa Rica,505,2000,m,17497,1774,75
Costa Rica,505,2000,m,12761,1632,80
Costa Rica,505,2000,m,8595,2712,85
Costa Rica,505,2000,m,,,110
Cuba,506,1970,f,578559,4765,0
Cuba,506,1970,f,571240,203,5
Cuba,506,1970,f,395988,176,10
Cuba,506,1970,f,377646,351,15
Cuba,506,1970,f,356491,408,20
Cuba,506,1970,f,320165,362,25
Cuba,506,1970,f,274785,395,30
Cuba,506,1970,f,230185,450,35
Cuba,506,1970,f,212210,527,40
Cuba,506,1970,f,182986,672,45
Cuba,506,1970,f,167410,899,50
Cuba,506,1970,f,152539,1036,55
Cuba,506,1970,f,121896,1152,60
Cuba,506,1970,f,101283,1380,65
Cuba,506,1970,f,40123,1588,70
Cuba,506,1970,f,40336,1800,75
Cuba,506,1970,f,28596,1691,80
Cuba,506,1970,f,23713,2801,85
Cuba,506,1970,f,,,110
Cuba,506,1970,m,605890,5863,0
Cuba,506,1970,m,597646,286,5
Cuba,506,1970,m,416588,236,10
Cuba,506,1970,m,390162,472,15
Cuba,506,1970,m,365458,604,20
Cuba,506,1970,m,332441,494,25
Cuba,506,1970,m,287132,482,30
Cuba,506,1970,m,234383,508,35
Cuba,506,1970,m,215870,613,40
Cuba,506,1970,m,191232,851,45
Cuba,506,1970,m,179344,1258,50
Cuba,506,1970,m,161984,1687,55
Cuba,506,1970,m,141828,2106,60
Cuba,506,1970,m,127450,2314,65
Cuba,506,1970,m,51610,2535,70
Cuba,506,1970,m,43486,2581,75
Cuba,506,1970,m,28891,2007,80
Cuba,506,1970,m,21575,2565,85
Cuba,506,1970,m,,,110
Cuba,506,1981,f,347604,2649,0
Cuba,506,1981,f,511396,202,5
Cuba,506,1981,f,578778,211,10
Cuba,506,1981,f,572881,389,15
Cuba,506,1981,f,401668,399,20
Cuba,506,1981,f,362042,367,25
Cuba,506,1981,f,348142,374,30
Cuba,506,1981,f,312290,426,35
Cuba,506,1981,f,267259,515,40
Cuba,506,1981,f,221647,671,45
Cuba,506,1981,f,196024,915,50
Cuba,506,1981,f,171245,1143,55
Cuba,506,1981,f,154139,1593,60
Cuba,506,1981,f,132502,2090,65
Cuba,506,1981,f,104121,2342,70
Cuba,506,1981,f,72757,2179,75
Cuba,506,1981,f,26260,2075,80
Cuba,506,1981,f,27977,4354,85
Cuba,506,1981,f,,,110
Cuba,506,1981,m,366141,3464,0
Cuba,506,1981,m,534639,291,5
Cuba,506,1981,m,609712,289,10
Cuba,506,1981,m,589336,482,15
Cuba,506,1981,m,403787,536,20
Cuba,506,1981,m,356864,529,25
Cuba,506,1981,m,344791,532,30
Cuba,506,1981,m,309845,574,35
Cuba,506,1981,m,270245,658,40
Cuba,506,1981,m,220190,838,45
Cuba,506,1981,m,198660,1194,50
Cuba,506,1981,m,173421,1600,55
Cuba,506,1981,m,158759,2360,60
Cuba,506,1981,m,135530,3202,65
Cuba,506,1981,m,108086,3780,70
Cuba,506,1981,m,80083,3314,75
Cuba,506,1981,m,30290,2606,80
Cuba,506,1981,m,24494,4202,85
Cuba,506,1981,m,,,110
Cuba,506,1990,f,436841,1017,0
Cuba,506,1990,f,380197,111,5
Cuba,506,1990,f,380375,122,10
Cuba,506,1990,f,535595,369,15
Cuba,506,1990,f,564467,492,20
Cuba,506,1990,f,551609,467,25
Cuba,506,1990,f,372765,453,30
Cuba,506,1990,f,361171,532,35
Cuba,506,1990,f,292120,732,40
Cuba,506,1990,f,268214,975,45
Cuba,506,1990,f,242360,1304,50
Cuba,506,1990,f,202028,1538,55
Cuba,506,1990,f,176078,2083,60
Cuba,506,1990,f,150754,2602,65
Cuba,506,1990,f,127091,3501,70
Cuba,506,1990,f,104386,4498,75
Cuba,506,1990,f,68556,4742,80
Cuba,506,1990,f,44959,6154,85
Cuba,506,1990,f,,,110
Cuba,506,1990,m,460908,1446,0
Cuba,506,1990,m,399126,135,5
Cuba,506,1990,m,399184,189,10
Cuba,506,1990,m,558375,595,15
Cuba,506,1990,m,584664,926,20
Cuba,506,1990,m,567609,937,25
Cuba,506,1990,m,380146,778,30
Cuba,506,1990,m,365630,841,35
Cuba,506,1990,m,300389,993,40
Cuba,506,1990,m,274305,1357,45
Cuba,506,1990,m,243944,1716,50
Cuba,506,1990,m,198767,2020,55
Cuba,506,1990,m,167836,2852,60
Cuba,506,1990,m,139098,3580,65
Cuba,506,1990,m,115078,4627,70
Cuba,506,1990,m,89730,5497,75
Cuba,506,1990,m,58070,5540,80
Cuba,506,1990,m,38693,6384,85
Cuba,506,1990,m,,,110
Cuba,506,2000,f,356279,525,0
Cuba,506,2000,f,390429,86,5
Cuba,506,2000,f,428369,93,10
Cuba,506,2000,f,369506,147,15
Cuba,506,2000,f,363839,213,20
Cuba,506,2000,f,514767,336,25
Cuba,506,2000,f,543797,480,30
Cuba,506,2000,f,532234,621,35
Cuba,506,2000,f,355684,692,40
Cuba,506,2000,f,344379,964,45
Cuba,506,2000,f,275841,1370,50
Cuba,506,2000,f,251707,1768,55
Cuba,506,2000,f,224392,2234,60
Cuba,506,2000,f,180164,2782,65
Cuba,506,2000,f,147191,3559,70
Cuba,506,2000,f,113830,4389,75
Cuba,506,2000,f,79714,5056,80
Cuba,506,2000,f,71135,9087,85
Cuba,506,2000,f,,,110
Cuba,506,2000,m,374423,782,0
Cuba,506,2000,m,410760,123,5
Cuba,506,2000,m,450834,168,10
Cuba,506,2000,m,384811,255,15
Cuba,506,2000,m,377832,425,20
Cuba,506,2000,m,532760,653,25
Cuba,506,2000,m,559335,872,30
Cuba,506,2000,m,543662,1018,35
Cuba,506,2000,m,360025,1022,40
Cuba,506,2000,m,344958,1456,45
Cuba,506,2000,m,279432,2069,50
Cuba,506,2000,m,251184,2611,55
Cuba,506,2000,m,218220,3124,60
Cuba,506,2000,m,169086,3666,65
Cuba,506,2000,m,130732,4881,70
Cuba,506,2000,m,94644,5324,75
Cuba,506,2000,m,62326,5622,80
Cuba,506,2000,m,50647,7971,85
Cuba,506,2000,m,,,110
Cuba,506,2010,f,276486,582,0
Cuba,506,2010,f,324982,114,5
Cuba,506,2010,f,346772,134,10
Cuba,506,2010,f,376661,170,15
Cuba,506,2010,f,405641,288,20
Cuba,506,2010,f,342676,322,25
Cuba,506,2010,f,338542,388,30
Cuba,506,2010,f,491463,788,35
Cuba,506,2010,f,521761,1436,40
Cuba,506,2010,f,511214,2438,45
Cuba,506,2010,f,337265,2548,50
Cuba,506,2010,f,325528,3878,55
Cuba,506,2010,f,257539,5482,60
Cuba,506,2010,f,227765,7130,65
Cuba,506,2010,f,192130,8824,70
Cuba,506,2010,f,141096,10500,75
Cuba,506,2010,f,99879,12392,80
Cuba,506,2010,f,100072,21094,85
Cuba,506,2010,f,,,110
Cuba,506,2010,m,293397,884,0
Cuba,506,2010,m,345400,140,5
Cuba,506,2010,m,365784,190,10
Cuba,506,2010,m,396749,362,15
Cuba,506,2010,m,428181,612,20
Cuba,506,2010,m,359913,664,25
Cuba,506,2010,m,354747,860,30
Cuba,506,2010,m,510076,1408,35
Cuba,506,2010,m,537136,2332,40
Cuba,506,2010,m,520232,3512,45
Cuba,506,2010,m,338742,4152,50
Cuba,506,2010,m,319862,5664,55
Cuba,506,2010,m,252937,7936,60
Cuba,506,2010,m,217839,9936,65
Cuba,506,2010,m,175649,11882,70
Cuba,506,2010,m,120922,12428,75
Cuba,506,2010,m,77792,13288,80
Cuba,506,2010,m,65420,18226,85
Cuba,506,2010,m,,,110
Dominican Republic,507,1960,f,276670,6002,0
Dominican Republic,507,1960,f,240700,410,5
Dominican Republic,507,1960,f,190390,182,10
Dominican Republic,507,1960,f,152880,247,15
Dominican Republic,507,1960,f,135280,301,20
Dominican Republic,507,1960,f,109230,303,25
Dominican Republic,507,1960,f,92640,283,30
Dominican Republic,507,1960,f,73680,260,35
Dominican Republic,507,1960,f,58070,277,40
Dominican Republic,507,1960,f,44750,219,45
Dominican Republic,507,1960,f,41940,274,50
Dominican Republic,507,1960,f,21920,175,55
Dominican Republic,507,1960,f,28620,290,60
Dominican Republic,507,1960,f,12400,189,65
Dominican Republic,507,1960,f,12900,327,70
Dominican Republic,507,1960,f,19180,1267,75
Dominican Republic,507,1960,f,0,0,80
Dominican Republic,507,1960,f,0,0,85
Dominican Republic,507,1960,f,,,110
Dominican Republic,507,1960,m,283060,7114,0
Dominican Republic,507,1960,m,246630,430,5
Dominican Republic,507,1960,m,203450,230,10
Dominican Republic,507,1960,m,133160,189,15
Dominican Republic,507,1960,m,121410,281,20
Dominican Republic,507,1960,m,103990,282,25
Dominican Republic,507,1960,m,94730,272,30
Dominican Republic,507,1960,m,77500,255,35
Dominican Republic,507,1960,m,65870,322,40
Dominican Republic,507,1960,m,51660,293,45
Dominican Republic,507,1960,m,47100,362,50
Dominican Republic,507,1960,m,28920,302,55
Dominican Republic,507,1960,m,32390,405,60
Dominican Republic,507,1960,m,14250,296,65
Dominican Republic,507,1960,m,14060,354,70
Dominican Republic,507,1960,m,17640,981,75
Dominican Republic,507,1960,m,0,0,80
Dominican Republic,507,1960,m,0,0,85
Dominican Republic,507,1960,m,,,110
Dominican Republic,507,1970,f,336050,6334,0
Dominican Republic,507,1970,f,327023,396,5
Dominican Republic,507,1970,f,285516,158,10
Dominican Republic,507,1970,f,233589,207,15
Dominican Republic,507,1970,f,172139,231,20
Dominican Republic,507,1970,f,127215,235,25
Dominican Republic,507,1970,f,106070,251,30
Dominican Republic,507,1970,f,104765,267,35
Dominican Republic,507,1970,f,81297,252,40
Dominican Republic,507,1970,f,57991,219,45
Dominican Republic,507,1970,f,51368,283,50
Dominican Republic,507,1970,f,29861,199,55
Dominican Republic,507,1970,f,34050,375,60
Dominican Republic,507,1970,f,18101,271,65
Dominican Republic,507,1970,f,18889,397,70
Dominican Republic,507,1970,f,24870,1488,75
Dominican Republic,507,1970,f,0,0,80
Dominican Republic,507,1970,f,0,0,85
Dominican Republic,507,1970,f,,,110
Dominican Republic,507,1970,m,343296,7410,0
Dominican Republic,507,1970,m,330644,436,5
Dominican Republic,507,1970,m,286289,212,10
Dominican Republic,507,1970,m,210537,204,15
Dominican Republic,507,1970,m,156923,267,20
Dominican Republic,507,1970,m,116822,252,25
Dominican Republic,507,1970,m,104141,253,30
Dominican Republic,507,1970,m,102489,270,35
Dominican Republic,507,1970,m,91178,270,40
Dominican Republic,507,1970,m,63084,270,45
Dominican Republic,507,1970,m,58133,356,50
Dominican Republic,507,1970,m,35669,310,55
Dominican Republic,507,1970,m,38924,535,60
Dominican Republic,507,1970,m,20046,412,65
Dominican Republic,507,1970,m,20450,523,70
Dominican Republic,507,1970,m,22199,1356,75
Dominican Republic,507,1970,m,0,0,80
Dominican Republic,507,1970,m,0,0,85
Dominican Republic,507,1970,m,,,110
Dominican Republic,507,1981,f,377720,4317,0
Dominican Republic,507,1981,f,364261,983,5
Dominican Republic,507,1981,f,361808,215,10
Dominican Republic,507,1981,f,352388,241,15
Dominican Republic,507,1981,f,279229,291,20
Dominican Republic,507,1981,f,217447,269,25
Dominican Republic,507,1981,f,169327,259,30
Dominican Republic,507,1981,f,137379,300,35
Dominican Republic,507,1981,f,112191,337,40
Dominican Republic,507,1981,f,93483,347,45
Dominican Republic,507,1981,f,84936,410,50
Dominican Republic,507,1981,f,53674,362,55
Dominican Republic,507,1981,f,48217,528,60
Dominican Republic,507,1981,f,33752,485,65
Dominican Republic,507,1981,f,26385,691,70
Dominican Republic,507,1981,f,15210,528,75
Dominican Republic,507,1981,f,12940,622,80
Dominican Republic,507,1981,f,11510,1271,85
Dominican Republic,507,1981,f,,,110
Dominican Republic,507,1981,m,394101,5116,0
Dominican Republic,507,1981,m,375487,1161,5
Dominican Republic,507,1981,m,367442,266,10
Dominican Republic,507,1981,m,336943,298,15
Dominican Republic,507,1981,m,270387,382,20
Dominican Republic,507,1981,m,210348,359,25
Dominican Republic,507,1981,m,170580,327,30
Dominican Republic,507,1981,m,136508,321,35
Dominican Republic,507,1981,m,118124,384,40
Dominican Republic,507,1981,m,97254,408,45
Dominican Republic,507,1981,m,94862,554,50
Dominican Republic,507,1981,m,61361,513,55
Dominican Republic,507,1981,m,55839,775,60
Dominican Republic,507,1981,m,38679,741,65
Dominican Republic,507,1981,m,29424,972,70
Dominican Republic,507,1981,m,16053,713,75
Dominican Republic,507,1981,m,11886,697,80
Dominican Republic,507,1981,m,8606,1023,85
Dominican Republic,507,1981,m,,,110
Dominican Republic,507,1993,f,467974,1921,0
Dominican Republic,507,1993,f,414333,111,5
Dominican Republic,507,1993,f,423375,118,10
Dominican Republic,507,1993,f,404780,181,15
Dominican Republic,507,1993,f,406111,227,20
Dominican Republic,507,1993,f,339857,206,25
Dominican Republic,507,1993,f,284206,285,30
Dominican Republic,507,1993,f,221877,255,35
Dominican Republic,507,1993,f,178955,280,40
Dominican Republic,507,1993,f,134722,285,45
Dominican Republic,507,1993,f,119256,401,50
Dominican Republic,507,1993,f,86606,415,55
Dominican Republic,507,1993,f,87450,613,60
Dominican Republic,507,1993,f,56060,504,65
Dominican Republic,507,1993,f,45910,702,70
Dominican Republic,507,1993,f,25817,516,75
Dominican Republic,507,1993,f,21797,746,80
Dominican Republic,507,1993,f,23507,1384,85
Dominican Republic,507,1993,f,,,110
Dominican Republic,507,1993,m,478872,2278,0
Dominican Republic,507,1993,m,423738,166,5
Dominican Republic,507,1993,m,414916,142,10
Dominican Republic,507,1993,m,373287,265,15
Dominican Republic,507,1993,m,365523,465,20
Dominican Republic,507,1993,m,307987,499,25
Dominican Republic,507,1993,m,257610,513,30
Dominican Republic,507,1993,m,199222,423,35
